Taxa	Sample01	Sample02	Sample03	Sample04
Bacteria;Synergistetes;Synergistia;Synergistales;Synergistaceae;Thermanaerovibrio;Unclassified Thermanaerovibrio	0	1	0	0
Bacteria;Tenericutes;Mollicutes;Entomoplasmatales;Unclassified Entomoplasmatales;;	0	0	0	1
Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Unclassified Mycoplasmataceae;	0	0	0	1
Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Unclassified Mycoplasmatales;;	0	1	0	0
Bacteria;Unclassified Bacteria;;;;;	59	312	357	34
Bacteria;Verrucomicrobia;OPB35 soil group;Unclassified OPB35 soil group;;;	1	17	10	0
Bacteria;Verrucomicrobia;Opitutae;Opitutales;Opitutaceae;Opitutus;Opitutus sp. VeSm13	0	1	0	0
Bacteria;Verrucomicrobia;Opitutae;Opitutales;Opitutaceae;Opitutus;Unclassified Opitutus	0	2	1	1
Bacteria;Verrucomicrobia;Spartobacteria;Chthoniobacterales;Chthoniobacteraceae;Chthoniobacter;Unclassified Chthoniobacter	0	1	0	0
Bacteria;Verrucomicrobia;Spartobacteria;Chthoniobacterales;Unclassified Chthoniobacterales;;	5	0	0	4
Bacteria;Verrucomicrobia;Unclassified Verrucomicrobia;;;;	15	9	8	2
Chloroplast;;;;;;Cyperus alternifolius	0	1	0	0
Chloroplast;Unclassified Chloroplast;;;;;	2	4	0	1
Eukaryota;Alveolata;Ciliophora;Intramacronucleata;Conthreep;Oligohymenophorea;Unclassified Oligohymenophorea	1	0	0	2
Eukaryota;Alveolata;Ciliophora;Intramacronucleata;Spirotrichea;Hypotrichia;Unclassified Hypotrichia	0	0	0	1
Eukaryota;Alveolata;Ciliophora;Postciliodesmatophora;Heterotrichea;Unclassified Heterotrichea;	2	0	0	0
Eukaryota;Chromalveolata;Hacrobia;Centrohelida;Unclassified Centrohelida;;	0	0	0	1
Eukaryota;Chromalveolata;Stramenopiles;Peronosporomycetes;Phytophthora;Unclassified Phytophthora;	0	0	1	0
Eukaryota;Excavata;Metamonada;Preaxostyla;Trimastix;Unclassified Trimastix;	1	0	0	0
Eukaryota;Fungi;Ascomycota;Pezizomycotina;Capnodiales;Unclassified Capnodiales;	0	0	0	1
Eukaryota;Fungi;Ascomycota;Pezizomycotina;Chaetothyriales;Herpotrichiellaceae;Unclassified Herpotrichiellaceae	1	0	0	6
Eukaryota;Fungi;Ascomycota;Pezizomycotina;Chaetothyriales;Unclassified Chaetothyriales;	1	0	0	0
Eukaryota;Fungi;Ascomycota;Pezizomycotina;Leotiomycetes;Unclassified Leotiomycetes;	4	1	0	3
Eukaryota;Fungi;Ascomycota;Pezizomycotina;Pezizales;Unclassified Pezizales;	1	0	0	1
Eukaryota;Fungi;Ascomycota;Pezizomycotina;Sordariomycetes;Unclassified Sordariomycetes;	5	0	0	0
Eukaryota;Fungi;Ascomycota;Pezizomycotina;Unclassified Pezizomycotina;;	21	0	0	26
Eukaryota;Fungi;Ascomycota;Pezizomycotina;Verrucariales;Verrucariaceae;Hydropunctaria	0	0	0	1
Eukaryota;Fungi;Ascomycota;Saccharomycotina;Saccharomycetales;Saccharomycetaceae;Unclassified Saccharomycetaceae	0	0	0	2
Eukaryota;Fungi;Ascomycota;Unclassified Ascomycota;;;	1	0	0	1
Eukaryota;Fungi;Basal fungi;Basal fungi;Glomeromycota;Unclassified Glomeromycota;	1	0	0	0
Eukaryota;Fungi;Basal fungi;Basal fungi;Mucoromycotina;Unclassified Mucoromycotina;	2	0	0	3
Eukaryota;Fungi;Basidiomycota;Agaricomycotina;Agaricomycetes;Unclassified Agaricomycetes;	3	0	0	6
Eukaryota;Fungi;Basidiomycota;Agaricomycotina;Unclassified Agaricomycotina;;	1	0	0	2
Eukaryota;Fungi;Basidiomycota;Pucciniomycotina;Unclassified Pucciniomycotina;;	0	0	0	2
Eukaryota;Fungi;Unclassified Fungi;;;;	1	0	0	9
Eukaryota;Metazoa;Arthropoda;Chelicerata;Arachnida;Unclassified Arachnida;	2	0	0	1
Eukaryota;Metazoa;Arthropoda;Crustacea;Ostracoda;Unclassified Ostracoda;	0	0	10	0
Eukaryota;Metazoa;Nematoda;Chromadorea;Unclassified Chromadorea;;	2	0	1	0
Eukaryota;Metazoa;Nematoda;Enoplea;Unclassified Enoplea;;	0	0	0	1
Eukaryota;Metazoa;Tardigrada;Tardigrada;Macrobiotidae;Unclassified Macrobiotidae;	1	0	0	0
Eukaryota;Metazoa;Tardigrada;Tardigrada;Unclassified Tardigrada;;	2	0	0	0
Eukaryota;Metazoa;Unclassified Metazoa;;;;	3	0	2	2
Eukaryota;Rhizaria;Cercozoa;Cercomonadidae;Cercomonas;Unclassified Cercomonas;	1	0	0	0
Eukaryota;Rhizaria;Cercozoa;Glissomonadida;Unclassified Glissomonadida;;	0	0	0	1
Eukaryota;Rhizaria;Cercozoa;Unclassified Cercozoa;;;	1	0	0	0
Eukaryota;Unclassified Eukaryota;;;;;	9	3	3	0
Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Calobryales;Haplomitrium;Haplomitrium	1	0	0	0
Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Dicranales;Calymperes;Calymperes	1	0	0	0
Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Ericales;Unclassified Ericales;	0	0	0	3
Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Polytrichales;Polytrichum;Polytrichum	7	0	0	0
Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Polytrichales;Unclassified Polytrichales;	49	0	0	0
Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Solanales;Solanum;Solanum	0	2	0	0
Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Tracheophyta;Spermatophyta;Bowiea	0	1	0	0
Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Tracheophyta;Spermatophyta;Magnoliophyta	0	4	0	0
Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Tracheophyta;Spermatophyta;Unclassified Spermatophyta	4	28	0	0
Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Unclassified Embryophyta;;	54	44	0	4
Mitochondria;;;;;;Peltigera malacea	1	0	0	0
Mitochondria;Unclassified Mitochondria;;;;;	17	1	0	71
Unclassified ;;;;;;	9	13	7	7
Unknown;;;;;;	4	3	3	4
